contest	task	problem_url	editorial_url	reusable_parts	recipe	problem_specific_core	tool	current	missing	pitfalls	reviewer	reviewed_on	status	notes
abc275	h	https://atcoder.jp/contests/abc275/tasks/abc275_h	https://atcoder.jp/contests/abc275/editorial/5151	max Cartesian tree; decreasing discrete convex function; small-to-large merge; suffix min-plus DP	区間最大値のCartesian Tree上で子の離散凸DP関数を加算し、折れ点だけを持ってmin-plus遷移する	none	dp/decreasingconvex.hpp decreasingconvexsequence; tree/cartesiantree.hpp cartesian_tree	C++23 O(N log^2 N) breakpoint small-to-large merge	none	Bの同値tie; A,Bが1e9; 深いCartesian Tree; required=0の一般API; 折れ点境界; 64-bit積	Codex	2026-07-18	reviewed	5000系列各20操作の愚直比較、小問題2000件を全状態Dijkstra比較、公式sample 3件一致
abc276	g	https://atcoder.jp/contests/abc276/tasks/abc276_g	https://atcoder.jp/contests/abc276/editorial										pending	
abc276	h	https://atcoder.jp/contests/abc276/tasks/abc276_h	https://atcoder.jp/contests/abc276/editorial/5183	2D XOR prefix; sparse GF(2) linear system; rectangle parity constraints	長方形XORを四隅の累積変数だけの方程式へ変換し、特殊解から0/1行列を復元する	mod 3の零積条件と非零領域の被覆判定	math/rectangleparity.hpp rectangleparitysystem; math/gaussian.hpp solve_sparse_binary_linear_one	C++23 O(Q^3/64+N^2) bitset elimination and reconstruction	none	同じ長方形の矛盾; e=0と非零長方形の被覆; 四隅変数の重複; Q=1; 全面被覆	Codex	2026-07-18	reviewed	長方形XOR制約と疎GF(2)特殊解へ分離。3x3以下5000 random全行列比較、公式sample 2件一致
abc277	g	https://atcoder.jp/contests/abc277/tasks/abc277_g	https://atcoder.jp/contests/abc277/editorial										pending	
abc277	h	https://atcoder.jp/contests/abc277/tasks/abc277_h	https://atcoder.jp/contests/abc277/editorial/5214	threshold encoding; 2-SAT; bounded integer sum constraints	各整数変数を閾値以上かの単調な真偽列に変換し、二変数和の上下限を2-SAT節へ落として割当てを復元する	none	graph/integerconstraints.hpp boundedsumsat	C++23 O(NM+QM) threshold clauses and SCC	none	同一変数への制約; M=0; 制約なし; 端点等号; 不可能条件; 1-index入力	Codex	2026-07-18	reviewed	有界整数二変数和制約へ抽象化。小定義域10000 random全探索比較、公式sample 2件一致
abc278	g	https://atcoder.jp/contests/abc278/tasks/abc278_g	https://atcoder.jp/contests/abc278/editorial										pending	
abc278	h	https://atcoder.jp/contests/abc278/tasks/abc278_h	https://atcoder.jp/contests/abc278/editorial/5238	Gaussian binomial; finite-field row-space counting; signed Stirling transform; falling factorial polynomial	xor部分列をF_2行空間への所属へ変換し、重複可能matrixをrank別q二項係数で数え、符号付き第一種Stirling数で相異なる行へ反転する	none	math/qanalog.hpp matrix_rowspace_avoiding_vector_counts; fps/stirling.hpp signed_stirling_first_row	C++23 O(B+M(N)+N log N) q-factorial convolution and Stirling transform	none	最終列は初めてgoodになる; targetは固定非零vector; rank<=B-1; q階乗の可逆性; N=1; 120MB前計算peak	Codex	2026-07-18	reviewed	q二項係数・有限体行空間計数・Stirling一行へ分離。F_2/F_3小行列全列挙、500次までStirling漸化式比較、公式sample 3件一致、最大制約0.65秒・120MB
abc279	g	https://atcoder.jp/contests/abc279/tasks/abc279_g	https://atcoder.jp/contests/abc279/editorial										pending	
abc279	h	https://atcoder.jp/contests/abc279/tasks/abc279_h	https://atcoder.jp/contests/abc279/editorial/5314	Lucas theorem; generalized pentagonal number theorem; Euler product; sparse generating function	重み付き正整数compositionの母関数をE(x)/(1-x)^(2N)へ変形し、一般五角数の疎な項ごとにLucas二項係数を加える	none	math/lucas.hpp lucascombination; fps/partition.hpp euler_product_over_one_minus_x_coefficient	C++23 O(p+sqrt(D) log_p(D+A)) sparse coefficient extraction	none	法200003; NとMが1e12; Lucasのdigit carry; 一般五角数の二系列と符号; 64-bit式; degree 0	Codex	2026-07-18	reviewed	Lucas二項係数とEuler積・整数分割APIへ分離。小素数6種でPascal比較、300次まで母関数直接比較、公式sample 3件一致、最大制約0.08秒・4.9MB
abc280	g	https://atcoder.jp/contests/abc280/tasks/abc280_g	https://atcoder.jp/contests/abc280/editorial										pending	
abc280	h	https://atcoder.jp/contests/abc280/tasks/abc280_h	https://atcoder.jp/contests/ABC280/editorial/5332	generalized suffix array; LCP; compressed suffix trie; lexicographic order statistics	複数文字列の全suffixから圧縮trieを作り、各辺が表すprefix長と配下出現数の積を辞書順blockとして累積する	none	string/substringorder.hpp substringorder	C++23 O(L+K) build and O(log L) kth occurrence	none	文字列境界を越えるLCP; 同一部分文字列の重複; 64-bit総数; 深いtrieでqueryを線形にしない	Codex	2026-07-18	reviewed	複数文字列・重複出現を扱う辞書順部分文字列索引へ抽象化。5000 random brute比較、公式sample 3件一致、同一文字10万文字で0.09秒・24MB
abc281	g	https://atcoder.jp/contests/abc281/tasks/abc281_g	https://atcoder.jp/contests/abc281/editorial										pending	
abc281	h	https://atcoder.jp/contests/abc281/tasks/abc281_h	https://atcoder.jp/contests/abc281/editorial/5380	online dynamic linear-factor product; CDQ convolution; recursively defined generating function	base_i=C(A,i)とし、確定したa_iから因子(1+a_i x)を追加して次の係数をCDQ畳み込みで求める	none	fps/online.hpp online_factor_product_coefficients	C++23 O(M(N) log N) online factor product	none	N=1; A<Nで二項係数が0; start degree; NTT length; factor uses degree 1 not level; 998244353	Codex	2026-07-18	reviewed	動的な一次因子積係数再帰へ抽象化。100 random O(N^2)比較、公式sample 3件、N=200000で1.62秒
abc282	g	https://atcoder.jp/contests/abc282/tasks/abc282_g	https://atcoder.jp/contests/abc282/editorial										pending	
abc282	h	https://atcoder.jp/contests/abc282/tasks/abc282_h	https://atcoder.jp/contests/abc282/editorial/5421	min Cartesian Tree; count crossing subarrays; nonnegative prefix sums; smaller-side enumeration	各部分配列を左端側の最小値位置へ割当て、Cartesian Treeの各頂点で短い側を列挙し反対側をprefix和二分探索する	none	algorithm/subarrayminsum.hpp count_subarrays_min_plus_sum_at_most	C++23 O(N log^2 N) Cartesian Tree counting	none	Bは非負; Aの同値最小値tie; empty range; capacity negative; 64-bit prefix and answer; skew tree recursion回避	Codex	2026-07-18	reviewed	min+sum専用の問題語ではなく二列部分配列条件へ抽象化。2万random brute、公式sample 2件、20万要素0.25秒
abc283	g	https://atcoder.jp/contests/abc283/tasks/abc283_g	https://atcoder.jp/contests/abc283/editorial										pending	
abc283	h	https://atcoder.jp/contests/abc283/tasks/abc283_h	https://atcoder.jp/contests/abc283/editorial/5474	popcount sum on arithmetic progression; bit indicator by floor difference; floor sum	剰余Rの整数列を等差数列へ直し、各bitの1判定をfloor((x+2^k)/2^(k+1))-floor(x/2^(k+1))として合計する	none	math/bitcountsum.hpp sum_popcount_arithmetic_progression	C++23 O(log^2 N) per query	none	R=0では正整数の初項がM; bit上限; 64-bit answer; count zero; floor_sum引数上限	Codex	2026-07-18	reviewed	剰余条件専用でなく等差数列popcount和へ抽象化。10万random brute、公式sample、10万最大級query 0.17秒
abc284	g	https://atcoder.jp/contests/abc284/tasks/abc284_g	https://atcoder.jp/contests/abc284/editorial										pending	
abc284	h	https://atcoder.jp/contests/abc284/tasks/abc284_h	https://atcoder.jp/contests/abc284/editorial/5495	symmetric-group Burnside; cycle type partitions; edge orbits; surjective cycle coloring	置換をcycle typeごとに列挙し、辺軌道ごとの有無2択と頂点cycleからK色への全射数を固定点数として足す	none	math/burnside.hpp symmetric_group_orbit_count; graph/unlabeledcount.hpp count_surjectively_colored_unlabeled_graphs	C++23 O(p(N)N^2+NK) Burnside enumeration	none	同長cycle間の辺軌道; cycle内部の反対頂点; 全色使用; 可変素数法; N!の可逆性; N=1	Codex	2026-07-18	reviewed	Burnside汎用層と無ラベルグラフ層を分離。4頂点以下の全graph・全彩色の同型正規化property test、公式sample 4件一致
abc285	g	https://atcoder.jp/contests/abc285/tasks/abc285_g	https://atcoder.jp/contests/abc285/editorial										pending	
abc285	h	https://atcoder.jp/contests/abc285/tasks/abc285_h	https://atcoder.jp/contests/abc285/editorial/5531	fixed-column-sum nonnegative matrices; forbid all-even rows; inclusion-exclusion; generating-function coefficient update	数列位置を行、素数を列、指数を行列要素とみなし、全成分偶数の行を選ぶ包除原理を交互累積和で計算する	none	math/paritymatrix.hpp count_matrices_without_even_rows	C++23 O(N(max(E)+K)) inclusion-exclusion DP	none	1は平方数; zero exponent; empty columns; factorial invertibility; modulus 1e9+7; 10000x10000 worst case	Codex	2026-07-18	reviewed	平方数専用関数ではなく偶数行禁止行列計数へ抽象化。小行列全列挙property test、公式sample 2件、最大制約相当0.88秒
abc286	g	https://atcoder.jp/contests/abc286/tasks/abc286_g	https://atcoder.jp/contests/abc286/editorial										pending	
abc286	h	https://atcoder.jp/contests/abc286/tasks/abc286_h	https://atcoder.jp/contests/abc286/editorial/5613	convex obstacle shortest path; convex hull boundary distance	Cの頂点とS,Tの凸包を求め、両端点が凸包上なら二方向の外周距離の最小、そうでなければ直線距離を返す	none	geometry/convexpath.hpp shortest_path_avoiding_convex_polygon	C++23 O(n log n) convex hull and perimeter	none	反時計回り; 外部または境界上の端点; 凸包辺上の共線点; S=T; long double精度	Codex	2026-07-18	reviewed	凸多角形障害物を避ける標準的な最短路へ抽象化。visibility graphとのランダム比較とverify/atcoder_abc286_h.cppあり
abc287	g	https://atcoder.jp/contests/abc287/tasks/abc287_g	https://atcoder.jp/contests/abc287/editorial										pending	
abc287	h	https://atcoder.jp/contests/abc287/tasks/abc287_h	https://atcoder.jp/contests/abc287/editorial/5635	vertex-cost bottleneck paths; incremental transitive closure; bitset Warshall	頂点をコスト順に中継点へ追加し、各コスト帯の処理後に到達可能になったqueryへそのコストを答える	none	graph/bottleneck.hpp minimum_vertex_bottleneck_paths	C++23 O(n^3/64+nq+n log n) offline query	none	始点と終点自身も最大値に含む; 同一コストをまとめる; 有向辺の向き; 到達不能; 自己path	Codex	2026-07-18	reviewed	公式解説のbitset Warshallを汎用の頂点コストbottleneck queryへ抽象化。verify/atcoder_abc287_h.cppと愚直全点対比較あり
abc288	g	https://atcoder.jp/contests/abc288/tasks/abc288_g	https://atcoder.jp/contests/abc288/editorial										pending	
abc288	h	https://atcoder.jp/contests/abc288/tasks/abc288_h	https://atcoder.jp/contests/abc288/editorial/5663	bounded XOR tuple digit DP; distinct tuple transform; XOR multiset counting	重複可tupleを奇数回・偶数回出現値の集合分割へ分け、distinct tupleを復元して偶数multiplicityを追加する	none	math/xorcount.hpp bounded_xor_tuple_counts; distinct_xor_tuple_counts; xor_multiset_count	C++23 O(N^3 log(M+X)) digit DP and O(N^3) combinatorial transform	none	empty tuple; target bits above M; small alphabet; odd and even block sizes; factorial invertibility; M+1 alphabet size	Codex	2026-07-18	reviewed	XOR tuple・distinct tuple・multisetの三段階APIと全tuple・全multiset列挙property test、提出用verifyを追加。公式sample 2件一致、judge AC未確認
abc289	g	https://atcoder.jp/contests/abc289/tasks/abc289_g	https://atcoder.jp/contests/abc289/editorial										pending	
abc289	h	https://atcoder.jp/contests/abc289/tasks/abc289_h	https://atcoder.jp/contests/abc289/editorial/5712	symmetric random-walk meeting probabilities; convolution; renewal equation; FPS division	同parity初期位置を平行移動・半分化し階乗逆数積二列の畳み込みで合流確率を列挙し、F(x)H(x)=G(x)から初回合流列を得る	none	math/randomwalk.hpp symmetric_walk_meeting_probabilities; fps/fps.hpp div	C++23 O(pT+T log p+M(T)) meeting series and FPS division	none	time zero; already meeting; unreachable early times; parity; factorial bound below mod; convolution offset	Codex	2026-07-18	reviewed	任意人数の対称walk合流確率列APIと直接分布DP property test、提出用verifyを追加。公式sample 4件一致、judge AC未確認
abc290	g	https://atcoder.jp/contests/abc290/tasks/abc290_g	https://atcoder.jp/contests/abc290/editorial										pending	
abc290	h	https://atcoder.jp/contests/abc290/tasks/abc290_h	https://atcoder.jp/contests/abc290/editorial/5769	ordered two-group assignment; per-category quotas; additive count-dependent cost	係数昇順の犬猫を左右半分のどちらへ置くかだけを選び、同じ半分へ先に置いた反対種類数から追加不満度を計算する	none	dp/groupassignment.hpp minimum_two_group_assignment	C++23 O(NM(N+M)) quota assignment DP	none	odd sizes; removing maximum coefficient; negative incremental cost; exact per-type quotas; 64-bit total	Codex	2026-07-18	reviewed	種類別人数指定の二群割当DPと全割当列挙property test、提出用verifyを追加。公式sample 3件一致、judge AC未確認
abc291	g	https://atcoder.jp/contests/abc291/tasks/abc291_g	https://atcoder.jp/contests/abc291/editorial										pending	
abc291	h	https://atcoder.jp/contests/abc291/tasks/abc291_h	https://atcoder.jp/contests/abc291/editorial/5840	centroid decomposition; balanced recursive tree	各成分の重心を親として再帰分割すれば、子成分サイズが親成分サイズの半分以下になりLCAも元木path上にある	none	tree/centroidtree.hpp	C++23 O(n log n) centroid decomposition	none	single vertex; two centroids; path; star; output is not unique	Codex	2026-07-18	reviewed	既存centroidtreeのparentをそのまま出力するverifyを確認。構成問題で出力非一意のためsample文字列比較は行わない
abc292	g	https://atcoder.jp/contests/abc292/tasks/abc292_g	https://atcoder.jp/contests/abc292/editorial/5919	strictly increasing wildcard strings; equal-prefix groups; interval digit DP	各桁で行区間を同一記号groupへ分割しgroup内だけ次桁でも狭義増加を要求する	none	dp/wildcardorder.hpp count_strictly_increasing_wildcard_sequences	C++23 O(mbn^3) interval DP	none	leading zeros; fixed equal strings; all wildcard; empty suffix; general alphabet	Codex	2026-07-16	reviewed	一般alphabet wildcard狭義増加補完APIと全補完property testを追加、公式sample 3件一致、judge AC未確認
abc292	h	https://atcoder.jp/contests/abc292/tasks/abc292_h	https://atcoder.jp/contests/abc292/editorial/5918	dynamic first nonnegative prefix sum; maximum prefix monoid; point set	各値からthresholdを引きsumとmax prefixをsegment treeで結合して最初の到達位置を探す	none	utility/presetsegtree.hpp point_set_prefix_sum_max	C++23 segment tree max_right	none	no reachable prefix; first element reaches; last element reaches; negative updates; 64-bit prefix	Codex	2026-07-16	reviewed	一点更新・prefix和・最大prefix・最初到達位置presetを追加、公式sample一致、judge AC未確認
